Date,Hour,ClientKey,CardKey,MCC,ChannelKey,OutcomeKey,GeoKey,FraudKey,Amount
2011-01-01,6,1918,3898,5812,1,0,29,0,1.61
2011-01-01,6,652,4293,5815,3,0,88,1,7.41
2011-01-01,6,1774,4516,4829,1,0,63,1,60.0
2011-01-01,6,437,5186,4900,1,0,60,1,123.28
2011-01-01,6,437,5454,5541,1,0,60,1,-59.0
2011-01-01,6,437,5454,5541,1,0,60,1,63.54
2011-01-01,6,437,5454,5541,1,0,60,1,59.0
2011-01-01,6,1302,5464,4900,3,0,88,1,137.91
2011-01-01,6,1826,5779,5814,1,0,124,1,3.92
2011-01-01,6,303,6010,5411,1,0,14,1,77.11
2011-01-01,7,81,96,4829,1,0,109,1,120.0
2011-01-01,7,303,149,5912,1,0,14,0,94.33
2011-01-01,7,1586,1122,4829,1,0,80,1,100.0
2011-01-01,7,1073,2547,5812,1,0,44,0,7.92
2011-01-01,7,1969,3080,5814,1,0,29,1,2.58
2011-01-01,7,1369,3365,5812,1,0,44,1,1.38
2011-01-01,7,921,3457,5411,1,0,80,0,8.78
2011-01-01,7,1219,3466,7538,1,0,118,1,74.08
2011-01-01,7,746,3492,5812,1,0,80,1,3.79
2011-01-01,7,1296,3708,4784,3,0,88,0,26.9
2011-01-01,7,1995,4180,5912,1,0,43,0,16.48
2011-01-01,7,597,4540,5411,1,0,13,0,4.23
2011-01-01,7,1543,4687,5541,1,0,13,1,56.0
2011-01-01,7,1543,4687,5541,1,0,13,0,-56.0
2011-01-01,7,1543,4687,5411,1,0,13,1,3.09
2011-01-01,7,1543,4687,5541,1,0,13,1,107.73
2011-01-01,7,1733,5013,5541,1,0,54,1,5.58
2011-01-01,7,849,5121,5541,1,0,109,1,2.75
2011-01-01,7,209,5575,5499,1,0,109,1,1.04
2011-01-01,7,1369,5792,5411,1,0,44,0,0.52
2011-01-01,7,1166,5822,5541,1,0,85,1,20.36
2011-01-01,7,1166,5822,5541,1,0,85,1,-98.0
2011-01-01,7,1166,5822,5541,1,0,85,1,98.0
2011-01-01,7,1774,5939,4829,1,0,63,1,60.0
2011-01-01,8,1296,80,5541,1,0,29,1,4.93
2011-01-01,8,1807,165,4784,3,0,88,0,52.19
2011-01-01,8,1807,165,4784,3,0,88,1,46.12
2011-01-01,8,37,265,5499,1,0,80,1,36.88
2011-01-01,8,37,265,5499,1,0,80,0,-72.0
2011-01-01,8,37,265,5499,1,0,80,1,72.0
2011-01-01,8,1026,983,5411,1,0,122,1,4.09
2011-01-01,8,1648,1187,7538,1,0,77,1,76.88
2011-01-01,8,1330,2189,4784,3,0,88,1,29.72
2011-01-01,8,1995,2439,5921,1,0,43,1,13.75
2011-01-01,8,746,3043,5812,1,0,80,1,5.33
2011-01-01,8,746,3043,5541,1,0,80,0,5.55
2011-01-01,8,437,3271,5812,1,0,60,1,8.79
2011-01-01,8,437,3271,5812,1,0,60,0,10.44
2011-01-01,8,996,3310,5411,1,0,29,1,7.07
2011-01-01,8,1219,3466,5942,1,0,118,0,2.98
2011-01-01,8,1296,3708,4121,1,0,29,1,14.89
2011-01-01,8,80,3917,5812,1,0,85,1,2.26
2011-01-01,8,876,3918,5541,1,0,53,0,45.03
2011-01-01,8,1830,4083,5499,1,0,73,0,3.51
2011-01-01,8,80,4492,5812,1,0,85,1,4.08
2011-01-01,8,1259,5406,7996,3,0,88,0,289.14
2011-01-01,8,801,5772,5411,1,0,109,0,1.39
2011-01-01,8,564,5887,5912,1,0,61,1,5.77
2011-01-01,8,57,6006,5814,1,0,4,1,6.58
2011-01-01,8,1568,6025,5411,1,0,80,1,109.71
2011-01-01,9,1353,966,5970,1,0,114,1,9.08
2011-01-01,9,1666,993,4784,3,0,88,0,20.98
2011-01-01,9,142,1046,5719,1,0,77,0,107.29
2011-01-01,9,1586,1122,5541,1,0,80,1,10.88
2011-01-01,9,1330,2189,4784,3,0,88,1,30.77
2011-01-01,9,1725,2238,5411,1,0,118,1,1.05
2011-01-01,9,738,2270,5812,1,0,14,1,16.72
2011-01-01,9,465,2433,5411,1,0,32,1,2.26
2011-01-01,9,1169,2485,5541,1,0,109,1,64.0
2011-01-01,9,1169,2485,5541,1,0,109,0,129.15
2011-01-01,9,1169,2485,5541,1,0,109,1,-64.0
2011-01-01,9,1133,2586,5411,1,0,80,1,4.8
2011-01-01,9,1259,3289,5812,1,0,15,1,8.53
2011-01-01,9,434,3463,5411,1,0,79,1,5.31
2011-01-01,9,1219,3466,5411,1,0,118,0,2.1
2011-01-01,9,849,3477,5411,1,0,109,0,10.27
2011-01-01,9,849,3823,5499,1,0,109,1,52.0
2011-01-01,9,849,3823,5499,1,0,109,1,-52.0
2011-01-01,9,849,3823,5499,1,0,109,1,17.15
2011-01-01,9,849,3823,5814,1,0,109,0,10.98
2011-01-01,9,1253,3841,7538,1,0,15,1,63.68
2011-01-01,9,699,4283,5541,1,0,41,1,3.16
2011-01-01,9,727,4295,5411,1,0,64,0,3.74
2011-01-01,9,716,4715,4111,1,0,13,1,56.41
2011-01-01,9,1733,5013,5411,1,0,54,1,3.51
2011-01-01,9,1777,5014,5812,1,0,118,0,3.53
2011-01-01,9,1133,5211,5411,1,2,80,1,6.6
2011-01-01,9,1830,5217,4814,1,0,73,1,98.61
2011-01-01,9,564,5887,5411,1,0,61,1,13.05
2011-01-01,9,119,5928,5812,1,0,79,0,7.03
2011-01-01,10,729,226,5812,1,0,44,1,1.57
2011-01-01,10,1353,966,4900,1,0,114,1,179.86
2011-01-01,10,1742,1155,5411,1,0,44,1,1.32
2011-01-01,10,1130,2446,5812,1,0,122,1,1.98
2011-01-01,10,1595,2472,4121,1,0,80,0,27.7
2011-01-01,10,1073,2547,5499,1,0,44,1,69.0
2011-01-01,10,1073,2547,5813,1,0,44,1,25.21
2011-01-01,10,1073,2547,5499,1,0,44,0,-69.0
2011-01-01,10,1073,2547,5499,1,0,44,1,34.09
2011-01-01,10,1648,2624,5499,1,0,77,1,2.55
2011-01-01,10,140,3041,4121,3,0,88,1,26.53
2011-01-01,10,140,3041,4121,3,0,88,0,22.77
2011-01-01,10,668,3758,5932,1,0,2,1,32.95
2011-01-01,10,561,3764,4121,1,0,41,1,9.6
2011-01-01,10,849,3823,3771,1,0,62,1,-122.0
2011-01-01,10,849,3823,3771,1,0,62,1,193.41
2011-01-01,10,1763,4486,5411,1,0,63,1,1.03
2011-01-01,10,1613,4538,4814,3,0,88,1,52.29
2011-01-01,10,1221,4561,5541,1,0,13,1,0.88
2011-01-01,10,652,4607,5814,1,0,15,1,2.38
2011-01-01,10,716,4715,5812,1,0,13,1,3.09
2011-01-01,10,488,5413,5411,1,0,109,1,149.65
2011-01-01,10,658,5548,4784,3,0,88,0,24.43
2011-01-01,10,738,5774,5812,1,0,14,0,18.91
2011-01-01,10,1369,5792,5411,1,0,44,0,1.32
2011-01-01,10,119,5928,5411,1,0,79,0,4.92
2011-01-01,10,57,6006,5499,1,0,4,1,2.04
2011-01-01,11,140,152,4121,1,0,108,1,21.55
2011-01-01,11,1666,178,5541,1,0,32,1,10.19
2011-01-01,11,746,958,5541,1,0,80,1,20.72
2011-01-01,11,1568,977,4829,1,0,80,1,80.0
2011-01-01,11,996,1107,5411,1,0,29,1,21.01
2011-01-01,11,1595,2429,4121,3,0,88,0,28.51
2011-01-01,11,652,2502,4784,3,0,88,1,45.21
2011-01-01,11,1022,2504,4829,1,0,73,1,140.0
2011-01-01,11,1807,2823,4784,3,0,88,1,38.59
2011-01-01,11,81,2897,5411,1,0,109,1,10.18
2011-01-01,11,746,3043,5813,1,0,80,1,9.63
2011-01-01,11,1799,3076,5499,1,0,122,1,83.98
2011-01-01,11,1799,3076,5499,1,0,122,1,88.0
2011-01-01,11,1799,3076,5499,1,0,122,1,-88.0
2011-01-01,11,948,3083,5411,1,0,29,1,15.78
2011-01-01,11,437,3271,5812,1,0,60,1,10.07
2011-01-01,11,699,3285,5411,1,0,41,1,13.09
2011-01-01,11,948,3376,5812,1,0,29,1,9.73
2011-01-01,11,1296,3708,4121,3,0,88,1,16.8
2011-01-01,11,1809,3866,4121,3,0,88,1,21.85
2011-01-01,11,1975,3882,4784,3,0,88,0,24.97
2011-01-01,11,1169,4179,4121,3,0,88,1,24.3
2011-01-01,11,699,4283,5411,1,0,41,0,11.14
2011-01-01,11,154,4340,4829,1,1,73,1,100.0
2011-01-01,11,80,4492,7538,1,0,85,0,28.24
2011-01-01,11,1523,4521,7349,3,0,88,0,58.58
2011-01-01,11,597,4540,5541,1,0,13,0,71.0
2011-01-01,11,597,4540,5541,1,0,13,1,-71.0
2011-01-01,11,597,4540,5541,1,0,13,1,59.99
2011-01-01,11,750,4550,7538,1,0,73,1,2.07
2011-01-01,11,1221,4693,5411,1,0,13,1,8.93
2011-01-01,11,1370,4957,5813,1,0,13,1,44.47
2011-01-01,11,1917,4968,5411,1,0,80,0,12.47
2011-01-01,11,1725,4998,5411,1,0,118,0,82.37
2011-01-01,11,1733,5013,5813,1,0,54,1,4.54
2011-01-01,11,1777,5014,5411,1,0,118,0,2.98
2011-01-01,11,47,5080,5300,1,0,80,1,41.31
2011-01-01,11,1022,5148,5541,1,0,73,1,9.6
2011-01-01,11,154,5393,4829,1,0,73,1,80.0
2011-01-01,11,1259,5406,5812,1,0,15,1,6.4
2011-01-01,11,488,5413,5311,3,0,88,1,109.35
2011-01-01,11,1169,5763,4121,3,0,88,1,31.03
2011-01-01,11,1425,5929,5813,1,0,122,1,17.58
2011-01-01,12,1807,165,4784,3,0,88,0,53.06
2011-01-01,12,103,270,5651,3,0,88,0,79.66
2011-01-01,12,1730,277,4829,1,0,77,1,120.0
2011-01-01,12,746,958,5411,1,0,80,1,23.04
2011-01-01,12,303,984,5912,1,0,14,1,111.35
2011-01-01,12,1411,1069,5813,1,0,43,1,52.43
2011-01-01,12,1586,1122,5812,1,0,80,1,3.27
2011-01-01,12,1937,1186,7538,1,0,64,1,50.1
2011-01-01,12,1917,2129,5541,1,0,80,1,10.76
2011-01-01,12,1595,2429,4121,1,0,80,1,21.1
2011-01-01,12,1595,2429,5812,1,0,80,0,7.09
2011-01-01,12,1262,2432,5499,1,0,13,0,0.75
2011-01-01,12,1266,2478,4829,1,0,60,1,20.0
2011-01-01,12,921,2541,5812,1,0,80,1,2.43
2011-01-01,12,662,2638,4121,3,0,88,1,50.83
2011-01-01,12,662,2638,4121,3,0,88,1,36.13
2011-01-01,12,595,3049,5813,1,0,73,1,30.16
2011-01-01,12,948,3083,5411,1,0,29,1,12.66
2011-01-01,12,819,3245,5813,1,0,2,1,8.81
2011-01-01,12,699,3285,5411,1,0,41,1,8.31
2011-01-01,12,604,3434,3775,1,0,79,1,-297.0
2011-01-01,12,604,3434,3775,1,0,79,1,316.94
2011-01-01,12,944,3500,4829,1,0,78,1,140.0
2011-01-01,12,855,3670,4900,3,0,88,1,144.34
2011-01-01,12,164,3748,5411,1,0,85,1,19.44
2011-01-01,12,727,3808,5499,1,0,64,1,1.27
2011-01-01,12,1975,3882,4784,3,0,88,1,35.74
2011-01-01,12,604,4280,5812,1,0,89,1,4.64
2011-01-01,12,1763,4486,5411,1,0,63,1,19.22
2011-01-01,12,1613,4538,5311,3,0,88,1,87.05
2011-01-01,12,921,4646,5411,1,0,80,1,3.83
2011-01-01,12,1543,4687,5814,1,0,13,1,15.87
2011-01-01,12,727,4698,5411,1,0,64,1,9.93
2011-01-01,12,1719,4942,5814,1,0,59,1,6.6
2011-01-01,12,1969,4981,5411,1,0,29,1,19.31
2011-01-01,12,908,5154,5411,1,0,73,1,2.39
2011-01-01,12,154,5393,4829,1,0,73,1,80.0
2011-01-01,12,515,5487,5411,1,0,109,0,1.77
2011-01-01,12,1300,5754,5812,1,0,56,0,10.59
2011-01-01,12,1826,5779,5814,1,0,124,0,6.21
2011-01-01,12,1809,5830,5942,1,0,118,1,3.13
2011-01-01,12,1799,5909,7538,1,0,122,0,25.4
2011-01-01,13,1300,156,5541,1,0,56,0,10.31
2011-01-01,13,1425,1015,4784,3,0,88,0,23.04
2011-01-01,13,996,1107,5300,1,0,29,1,12.06
2011-01-01,13,1648,2166,5812,1,0,77,1,9.74
2011-01-01,13,1604,2188,5499,1,0,65,1,1.12
2011-01-01,13,1266,2478,5411,1,0,60,1,9.07
2011-01-01,13,402,2536,4784,3,0,88,1,28.77
2011-01-01,13,1253,2561,5411,1,0,15,1,14.38
2011-01-01,13,944,2828,5812,1,0,78,1,16.46
2011-01-01,13,679,2894,7538,1,0,89,1,48.08
2011-01-01,13,1937,3327,5812,1,0,64,0,11.62
2011-01-01,13,1493,3489,4829,1,0,13,0,140.0
2011-01-01,13,944,3500,4814,1,0,78,0,318.5
2011-01-01,13,1918,3898,7538,1,0,29,0,53.21
2011-01-01,13,1918,3898,4900,3,0,88,1,105.78
2011-01-01,13,729,3905,5300,1,0,44,1,82.52
2011-01-01,13,668,4097,5411,1,0,2,0,16.39
2011-01-01,13,1763,4297,5311,3,0,88,0,9.0
2011-01-01,13,113,4526,5411,1,0,109,0,13.66
2011-01-01,13,1613,4538,5411,1,0,61,1,85.25
2011-01-01,13,716,4715,5541,1,0,13,1,3.11
2011-01-01,13,716,4715,5812,1,0,13,1,7.11
2011-01-01,13,1514,5103,5499,1,0,85,1,42.56
2011-01-01,13,1514,5103,5499,1,0,85,1,66.0
2011-01-01,13,1514,5103,5499,1,0,85,1,-66.0
2011-01-01,13,103,5113,5815,3,0,88,0,10.0
2011-01-01,13,1369,5792,5921,1,0,44,0,11.93
2011-01-01,13,1809,5830,5411,1,0,118,1,2.9
2011-01-01,14,840,37,4829,1,0,13,1,80.0
2011-01-01,14,738,204,7349,1,0,14,1,57.66
2011-01-01,14,1730,277,5541,1,0,77,0,-62.0
2011-01-01,14,1730,277,5541,1,0,77,1,62.0
2011-01-01,14,1730,277,5541,1,0,77,0,30.07
2011-01-01,14,1330,2189,5921,1,0,13,1,20.16
2011-01-01,14,1073,2547,5541,1,0,44,1,82.26
2011-01-01,14,1253,2561,4784,3,0,88,1,43.59
2011-01-01,14,1133,2586,5311,1,0,80,0,80.57
2011-01-01,14,662,2638,4121,3,0,88,0,38.29
2011-01-01,14,432,2646,5300,1,0,73,0,83.06
2011-01-01,14,456,2800,5310,1,0,29,1,45.72
2011-01-01,14,1719,3052,5300,1,0,59,1,7.84
2011-01-01,14,164,3210,5541,1,0,85,1,56.0
2011-01-01,14,164,3210,5541,1,0,85,0,-56.0
2011-01-01,14,164,3210,5541,1,0,85,0,36.88
2011-01-01,14,908,3252,5310,1,0,73,0,10.2
2011-01-01,14,1169,3389,4784,3,0,88,1,34.06
2011-01-01,14,434,3463,5411,1,0,79,1,15.79
2011-01-01,14,668,3758,5499,1,0,2,1,1.73
2011-01-01,14,1184,3932,4784,3,0,88,1,31.2
2011-01-01,14,432,4301,4784,3,0,88,1,35.89
2011-01-01,14,1330,4579,4784,3,0,88,1,34.9
2011-01-01,14,1009,4709,5411,1,0,73,1,26.22
2011-01-01,14,110,4756,7995,1,0,86,1,334.58
2011-01-01,14,1719,4942,5300,1,0,59,1,82.52
2011-01-01,14,1733,5013,7538,1,0,54,0,57.52
2011-01-01,14,658,5548,5921,1,0,29,1,14.25
2011-01-01,15,1130,92,7832,1,0,122,1,38.61
2011-01-01,15,1807,165,4121,3,0,88,1,17.82
2011-01-01,15,1648,1187,4829,1,0,77,0,140.0
2011-01-01,15,811,2079,5541,1,0,53,1,102.06
2011-01-01,15,811,2079,7538,1,0,53,1,59.71
2011-01-01,15,1073,2547,7538,1,0,44,1,18.99
2011-01-01,15,1604,2950,5499,1,0,65,0,-59.0
2011-01-01,15,1604,2950,5499,1,0,65,0,30.79
2011-01-01,15,1604,2950,5499,1,0,65,1,59.0
2011-01-01,15,948,3376,5813,1,0,29,1,32.43
2011-01-01,15,618,3411,7538,1,0,13,1,13.89
2011-01-01,15,1259,3422,5300,1,0,15,0,18.94
2011-01-01,15,561,3764,5541,1,0,41,1,25.2
2011-01-01,15,876,3918,5300,1,0,53,1,90.34
2011-01-01,15,652,4293,5541,1,0,15,0,11.26
2011-01-01,15,1646,4742,7832,1,0,89,1,10.2
2011-01-01,15,32,5382,4784,3,0,88,1,27.98
2011-01-01,15,1648,5388,5311,1,0,77,0,33.78
2011-01-01,15,154,5393,5311,1,0,73,1,95.21
2011-01-01,15,1523,5509,5813,1,0,29,1,23.66
2011-01-01,15,1613,5519,5813,1,0,61,0,24.99
2011-01-01,15,1302,5632,5912,1,0,73,1,62.14
2011-01-01,15,738,5774,5541,1,0,14,1,114.37
2011-01-01,15,564,5887,4829,1,0,61,0,40.0
2011-01-01,16,1807,165,4121,3,0,88,0,14.12
2011-01-01,16,1807,165,5921,1,0,80,1,21.08
2011-01-01,16,1284,172,5300,1,0,59,1,93.73
2011-01-01,16,1666,178,5541,1,0,32,0,10.78
2011-01-01,16,1995,190,5541,1,0,43,1,91.0
2011-01-01,16,1995,190,5541,1,0,43,1,-91.0
2011-01-01,16,1995,190,5541,1,0,43,1,14.61
2011-01-01,16,1586,1122,5812,1,0,80,0,80.29
2011-01-01,16,377,1175,4121,3,0,88,0,24.12
2011-01-01,16,20,1228,5499,1,0,109,0,29.16
2011-01-01,16,20,1228,5499,1,0,109,1,-91.0
2011-01-01,16,20,1228,5499,1,0,109,1,91.0
2011-01-01,16,811,2079,5812,1,0,53,0,26.53
2011-01-01,16,1648,2624,7538,1,0,77,1,66.53
2011-01-01,16,1184,2898,7832,1,0,13,1,21.27
2011-01-01,16,604,3434,4784,3,0,88,1,42.9
2011-01-01,16,1030,3828,5812,1,0,122,1,9.74
2011-01-01,16,1030,3828,5411,1,0,122,1,8.07
2011-01-01,16,1543,3864,4784,3,0,88,0,28.3
2011-01-01,16,816,3891,5813,1,0,108,0,23.53
2011-01-01,16,1169,4179,4121,1,0,109,1,31.1
2011-01-01,16,80,4492,5912,1,0,85,1,118.93
2011-01-01,16,716,4715,4111,1,0,13,0,30.52
2011-01-01,16,32,5382,4784,3,0,88,0,19.37
2011-01-01,16,1613,5519,5813,1,0,61,0,19.31
2011-01-01,16,1613,5519,4829,1,0,119,1,120.0
2011-01-01,16,1369,5792,5912,1,0,44,0,27.22
2011-01-01,17,1995,190,4722,3,0,88,1,257.3
2011-01-01,17,1995,190,4722,3,0,88,0,-478.0
2011-01-01,17,658,1010,5814,1,0,29,1,36.96
2011-01-01,17,1586,1122,5814,1,0,80,0,60.38
2011-01-01,17,20,1228,5499,1,0,109,1,1.14
2011-01-01,17,811,2079,5812,1,0,53,0,74.03
2011-01-01,17,1595,2429,5812,1,0,80,1,64.72
2011-01-01,17,1799,3076,5411,1,0,122,0,39.77
2011-01-01,17,1369,3365,5812,1,0,44,1,41.44
2011-01-01,17,746,3492,5300,1,0,80,0,91.01
2011-01-01,17,1543,3864,4784,3,0,88,0,29.91
2011-01-01,17,1543,4687,4784,3,0,88,1,37.88
2011-01-01,17,1646,4742,5411,1,0,89,1,16.28
2011-01-01,17,1777,5014,4121,3,0,88,1,19.63
2011-01-01,17,776,5859,4829,1,0,108,1,120.0
2011-01-01,17,776,5859,4829,1,0,108,1,140.0
2011-01-01,17,564,5887,5813,1,0,61,1,29.68
2011-01-01,17,855,5916,7538,1,0,65,1,20.88
2011-01-01,17,1568,6025,5812,1,0,80,1,80.49
2011-01-01,18,811,2079,7832,1,0,53,1,22.71
2011-01-01,18,1859,2241,5812,1,0,80,0,27.45
2011-01-01,18,1332,2406,5812,1,0,80,0,49.77
2011-01-01,18,921,2541,5812,1,0,80,1,63.22
2011-01-01,18,209,2651,7995,1,0,86,0,37.79
2011-01-01,18,164,2666,7832,1,0,85,1,41.2
2011-01-01,18,604,3434,4829,1,0,89,0,20.0
2011-01-01,18,222,4636,4121,3,0,88,1,16.75
2011-01-01,18,1543,4687,5812,1,0,13,1,67.52
2011-01-01,18,1733,5013,4829,1,0,54,1,60.0
2011-01-01,18,142,5140,7832,1,0,77,0,32.41
2011-01-01,18,1169,5174,4121,3,0,88,1,28.01
2011-01-01,18,1026,5398,3393,1,0,13,1,106.19
2011-01-01,18,1026,5398,3393,1,0,13,1,-184.0
2011-01-01,18,488,5413,5300,1,0,109,1,124.69
2011-01-01,18,1302,5464,5912,1,0,73,0,71.79
2011-01-01,18,1411,5761,5814,1,0,43,1,52.44
2011-01-01,18,1369,5792,5812,1,0,44,1,33.74
2011-01-01,18,1166,5822,5651,1,0,85,1,44.35
2011-01-01,18,1980,5829,7832,1,0,109,1,16.82
2011-01-01,18,679,5972,5812,1,0,89,1,34.04
2011-01-01,18,679,5972,5651,3,0,88,1,4.35
2011-01-01,18,1568,6025,5812,1,0,80,0,31.22
2011-01-01,19,729,226,5541,1,0,44,1,87.47
2011-01-01,19,729,226,5541,1,0,44,1,-90.0
2011-01-01,19,729,226,5541,1,0,44,1,90.0
2011-01-01,19,1330,2189,4784,3,0,88,0,23.68
2011-01-01,19,1595,2429,4121,1,0,80,0,20.53
2011-01-01,19,1595,2429,4121,3,0,88,1,26.38
2011-01-01,19,662,2638,5812,1,0,43,1,92.6
2011-01-01,19,456,2800,4784,3,0,88,1,49.13
2011-01-01,19,81,2962,5812,1,0,109,1,55.74
2011-01-01,19,1219,3466,5812,1,0,60,1,53.53
2011-01-01,19,1425,3835,3730,1,0,37,1,278.82
2011-01-01,19,1425,3835,3730,1,0,37,1,-251.0
2011-01-01,19,377,3906,5812,1,0,122,0,85.21
2011-01-01,19,1169,4179,4121,3,0,88,1,34.41
2011-01-01,19,0,4639,5812,1,0,61,0,4.42
2011-01-01,19,1411,4700,5814,1,0,43,1,76.37
2011-01-01,19,1969,4981,5813,1,0,29,1,37.01
2011-01-01,19,1733,5013,4829,1,0,54,1,100.0
2011-01-01,19,391,5182,7832,1,0,98,1,30.97
2011-01-01,19,488,5413,5814,1,0,109,1,44.76
2011-01-01,19,209,5575,7995,1,0,86,1,40.89
2011-01-01,19,801,5772,5912,1,0,109,1,79.09
2011-01-01,20,1130,92,5300,1,0,122,1,103.11
2011-01-01,20,1995,1196,5812,1,0,89,1,35.01
2011-01-01,20,1777,2267,7230,1,0,118,0,123.76
2011-01-01,20,280,2826,5541,1,0,13,0,5.65
2011-01-01,20,1091,3507,5812,1,0,60,1,56.01
2011-01-01,20,994,3904,5812,1,0,77,0,17.32
2011-01-01,20,241,3921,5812,1,0,73,1,57.07
2011-01-01,20,908,5154,5812,1,0,73,1,48.68
2011-01-01,20,1917,5803,5812,1,0,80,1,70.36
2011-01-01,20,1980,5829,4829,1,0,109,0,60.0
2011-01-01,20,1980,5829,4829,1,3,109,1,80.0
2011-01-01,20,280,5856,5311,1,0,13,1,71.35
2011-01-01,20,564,5887,5812,1,0,61,0,75.42
2011-01-01,21,142,1046,5311,1,0,77,1,97.42
2011-01-01,21,1995,1196,5812,1,0,89,1,41.26
2011-01-01,21,1917,2129,5812,1,0,80,1,50.86
2011-01-01,21,1859,2419,5499,1,0,80,1,52.0
2011-01-01,21,1859,2419,5499,1,0,80,1,-52.0
2011-01-01,21,1859,2419,5499,1,0,80,1,57.66
2011-01-01,21,1595,2472,5300,1,0,80,1,197.38
2011-01-01,21,604,3434,7538,1,0,89,0,102.41
2011-01-01,21,944,3500,5812,1,0,78,0,163.82
2011-01-01,21,241,3921,5812,1,0,73,1,56.45
2011-01-01,21,1169,4179,5813,1,0,109,1,16.95
2011-01-01,21,1969,4231,5311,1,0,29,1,104.12
2011-01-01,21,1523,4521,4121,1,0,29,1,1.53
2011-01-01,21,1221,4561,7832,1,0,13,1,45.59
2011-01-01,21,1543,4687,4784,3,0,88,1,43.88
2011-01-01,21,597,5022,5814,1,0,13,0,33.14
2011-01-01,21,1613,5519,5812,1,0,61,0,6.8
2011-01-01,21,801,5772,5814,1,0,109,0,18.27
2011-01-01,22,241,58,5499,1,0,73,1,0.61
2011-01-01,22,1807,165,5651,1,0,80,1,66.48
2011-01-01,22,217,174,5814,1,0,43,1,18.66
2011-01-01,22,1166,1222,4121,3,0,88,1,17.35
2011-01-01,22,402,2536,7995,1,0,32,1,85.83
2011-01-01,22,402,2536,7995,1,0,32,0,84.2
2011-01-01,22,618,3411,5813,1,0,13,1,16.5
2011-01-01,22,921,3457,5541,1,0,80,0,75.65
2011-01-01,22,1535,3461,5814,1,0,85,1,38.62
2011-01-01,22,944,3500,5812,1,0,78,1,159.97
2011-01-01,22,1384,3723,5814,1,0,43,1,35.93
2011-01-01,22,377,3906,5310,1,0,122,1,28.32
2011-01-01,22,1523,4521,4121,3,0,88,1,1.68
2011-01-01,22,0,4639,5813,1,0,61,0,54.34
2011-01-01,22,303,4783,5813,1,0,14,1,10.51
2011-01-01,22,1917,5556,7538,1,0,80,1,80.76
2011-01-01,22,57,6006,5813,1,0,4,0,12.22
2011-01-01,23,217,174,5814,1,0,43,1,16.97
2011-01-01,23,81,4668,5300,1,0,109,1,73.69
2011-01-01,23,57,6006,5813,1,0,4,1,12.71
2011-01-02,0,1133,195,4814,1,0,80,1,38.87
2011-01-02,0,209,3218,7349,3,0,88,1,30.2
2011-01-02,0,1535,3461,5411,1,0,85,1,78.5
2011-01-02,0,1975,4336,4814,3,0,88,1,125.5
2011-01-02,1,1076,3858,5815,3,0,88,1,11.9
2011-01-02,1,658,4343,5211,1,0,29,0,48.37
2011-01-02,1,437,5186,7995,1,0,60,0,338.55
2011-01-02,2,1425,2851,4784,3,0,88,0,23.59
2011-01-02,2,162,4266,5310,1,0,62,1,57.39
2011-01-02,2,706,4284,4829,1,0,13,1,160.0
2011-01-02,3,1030,2936,5411,1,0,122,1,4.8
2011-01-02,3,895,3483,5719,1,0,13,1,35.8
2011-01-02,3,241,3921,5651,1,0,73,0,52.4
2011-01-02,3,57,6006,5310,1,0,4,1,61.59
